,n1,n2,score
1135,9ugpNKKhnYRa51qXoxUw_A,m4kvY0viCwxqRtgOycnKVQ,4.145
1136,9ugpNKKhnYRa51qXoxUw_A,YrNtBUOUOYwmRZ_UVwH8iQ,3.842
1137,9ugpNKKhnYRa51qXoxUw_A,6RBZfirnzE4NahJTn1UPNA,3.758
1138,9ugpNKKhnYRa51qXoxUw_A,ziXR7sUrbKRCNeDqfjibUg,3.668
1139,9ugpNKKhnYRa51qXoxUw_A,c0p9TawJSQHchy5aL8NWgQ,3.463
1140,AAiPARkDNPHR2g7BnmFRUw,Kthnb7PjDSd7FsBp4wqoHA,5.176
1141,AAiPARkDNPHR2g7BnmFRUw,8vMULlBjFJyS_836tOKnVQ,4.921
1142,AAiPARkDNPHR2g7BnmFRUw,Cd-hiDiuj7TFv8b_Nln5aA,4.504
1143,AAiPARkDNPHR2g7BnmFRUw,MAIfD4kJDCydgoD1l2b_vw,4.272
1144,AAiPARkDNPHR2g7BnmFRUw,-ujBP1Dw0j1-Ffaz97-LXQ,4.24
1145,AAiPARkDNPHR2g7BnmFRUw,h4zjPjFmQgJQzYEXLcHenw,4.079
1146,AAiPARkDNPHR2g7BnmFRUw,3Wy21heeDm8h2tSZfcj6OA,4.035
1147,AAiPARkDNPHR2g7BnmFRUw,RtJC7xavgAxOITQyAlGCbQ,4.032
1148,AAiPARkDNPHR2g7BnmFRUw,C-zgOpqD2K0xDJU4ty7zKg,4.026
1149,AAiPARkDNPHR2g7BnmFRUw,1U8Kt44FIkC7RnJsNjaMTA,3.914
1150,AMi1h-goNueHf_Lvx4Cu4g,vyOVT4bcW227LRwJGHTeSw,4.702
1151,AMi1h-goNueHf_Lvx4Cu4g,t5igEXKZt4CMtA2FX-GoGA,4.701
1152,AMi1h-goNueHf_Lvx4Cu4g,bp482wqF6v80AltDNlPDfw,4.603
1153,AMi1h-goNueHf_Lvx4Cu4g,FDTwPQ4CNWEOY0rfh4eTzQ,4.494
1154,AMi1h-goNueHf_Lvx4Cu4g,wxdpQV7CZHn6_DFr-JGUgw,4.457
1155,AMi1h-goNueHf_Lvx4Cu4g,GtrY5U_M1ac3bYCk0DUeIg,4.409
1156,AMi1h-goNueHf_Lvx4Cu4g,MwJsk91FJ73YzzmpVaJihQ,4.394
1157,AMi1h-goNueHf_Lvx4Cu4g,c3UA1gYc6VY7dEyS0135pQ,4.321
1158,AMi1h-goNueHf_Lvx4Cu4g,kBqyg_L_Xn9jQTCHYODbRg,4.277
1159,AMi1h-goNueHf_Lvx4Cu4g,k1XGvBoPAXdPoGC2W-f2aA,4.237
1160,AV3XPH1iv8PKSO6mrnYgLg,FrxcwylzrO-ZnzxtiyUdDg,22.879
1161,AV3XPH1iv8PKSO6mrnYgLg,v4lz71o76wWD8H15NsbZGA,9.325
1162,AV3XPH1iv8PKSO6mrnYgLg,oGDGlUbOjHxmmCh8ZYcDCg,7.305
1163,AV3XPH1iv8PKSO6mrnYgLg,DOfiulOub9hVPBCtiDl9Fw,6.957
1164,AV3XPH1iv8PKSO6mrnYgLg,c-W17u2jiFOD2H_d6uo-bQ,6.93
1165,AV3XPH1iv8PKSO6mrnYgLg,EZc2myE2mYk2h9JK9qu8gw,6.589
1166,AV3XPH1iv8PKSO6mrnYgLg,KSYONgGtrK0nKXfroB-bwg,6.435
1167,AV3XPH1iv8PKSO6mrnYgLg,zbrIMldF_O1ZQ0vpUaaa8A,6.136
1168,AV3XPH1iv8PKSO6mrnYgLg,0ac5lGA_0wdKDnib3y59Xg,6.0
1169,AV3XPH1iv8PKSO6mrnYgLg,-e8RwknT5szoLk9uBZjzcw,5.867
1170,AXC__4yZrn-N3BT7-2bV_Q,kBqyg_L_Xn9jQTCHYODbRg,7.692
1171,AXC__4yZrn-N3BT7-2bV_Q,Y57sylYCgq2VQJuBCnjPfA,6.532
1172,AXC__4yZrn-N3BT7-2bV_Q,zbrIMldF_O1ZQ0vpUaaa8A,5.767
1173,AXC__4yZrn-N3BT7-2bV_Q,0ac5lGA_0wdKDnib3y59Xg,5.503
1174,AXC__4yZrn-N3BT7-2bV_Q,DOfiulOub9hVPBCtiDl9Fw,5.316
1175,AXC__4yZrn-N3BT7-2bV_Q,xRapA2lG7mjJ6eOqHmxe-A,4.958
1176,AXC__4yZrn-N3BT7-2bV_Q,EZc2myE2mYk2h9JK9qu8gw,4.842
1177,AXC__4yZrn-N3BT7-2bV_Q,4D7QDfPOsSPfKxBi3gs_qQ,4.512
1178,AXC__4yZrn-N3BT7-2bV_Q,sj2o49ZCq2iJlZxDNrHDaA,4.46
1179,AXC__4yZrn-N3BT7-2bV_Q,sZHLbLnw1vwHF1xDzuV1iw,4.437
1180,Aes-0Q_guDeYewMapFs_vg,6EPPtwJR1kdIfHiCjzCzuw,6.894
1181,Aes-0Q_guDeYewMapFs_vg,EZc2myE2mYk2h9JK9qu8gw,6.101
1182,Aes-0Q_guDeYewMapFs_vg,AgiBcv5rKdV9QIO5yF7w8g,6.007
1183,Aes-0Q_guDeYewMapFs_vg,zbrIMldF_O1ZQ0vpUaaa8A,5.933
1184,Aes-0Q_guDeYewMapFs_vg,tthy48ZIX_wfY8Dy0Dvg6w,5.889
1185,Aes-0Q_guDeYewMapFs_vg,-FM4CxOg4XXmX_Ebky_SiQ,5.698
1186,Aes-0Q_guDeYewMapFs_vg,NIQWO-Q_F598XlAvZnFVCA,5.63
1187,Aes-0Q_guDeYewMapFs_vg,6HTGlttrzCMsuGBHO1ZGiw,5.594
1188,Aes-0Q_guDeYewMapFs_vg,thlyktt2c7v1DyOpSVSibw,5.58
1189,Aes-0Q_guDeYewMapFs_vg,8Lbz0hfE4MWzd7yDu9atBA,5.507
1190,AgiBcv5rKdV9QIO5yF7w8g,Aes-0Q_guDeYewMapFs_vg,6.735
1191,AgiBcv5rKdV9QIO5yF7w8g,V2cQOeZwPBmjpln6_p1Ygw,3.512
1192,AgiBcv5rKdV9QIO5yF7w8g,HOXbILWYZJkNUYYzYK_tZA,3.37
1193,AgiBcv5rKdV9QIO5yF7w8g,SZU9c8V2GuREDN5KgyHFJw,3.355
1194,AgiBcv5rKdV9QIO5yF7w8g,6EPPtwJR1kdIfHiCjzCzuw,3.199
1195,AgiBcv5rKdV9QIO5yF7w8g,yPSejq3_erxo9zdVYTBnZA,3.148
1196,AgiBcv5rKdV9QIO5yF7w8g,EZc2myE2mYk2h9JK9qu8gw,3.132
1197,AgiBcv5rKdV9QIO5yF7w8g,nYPzsOjvida-ne7swSPHpA,3.029
1198,AgiBcv5rKdV9QIO5yF7w8g,6EizP0XyqITuGZ8GZMI9Lw,2.997
1199,AgiBcv5rKdV9QIO5yF7w8g,zVwnTKz7JIOoN-MbbQMzYA,2.989
1200,Aj44kUBmEfJlUsGCvKJKtw,T9I4G6Or3sAbyYmB7c23hw,8.254
1201,Aj44kUBmEfJlUsGCvKJKtw,QFNrQo2BGE62G-FbIlWWgw,5.215
1202,Aj44kUBmEfJlUsGCvKJKtw,uO39--k_hrCFgZh-Bl8m8A,4.85
1203,Aj44kUBmEfJlUsGCvKJKtw,PWWGbkPC_agn-4s1Hv1W5A,3.993
1204,Aj44kUBmEfJlUsGCvKJKtw,qUH2FppY7RL96F5tXzA0hQ,3.9
1205,Aj44kUBmEfJlUsGCvKJKtw,425FOxIzHPcOB0niWc6-1w,3.826
1206,Aj44kUBmEfJlUsGCvKJKtw,-kY_HDP7IMvGl-kBIZVU4A,3.47
1207,Aj44kUBmEfJlUsGCvKJKtw,0iHHsSqphxrBWWecYEJcuQ,3.324
1208,Aj44kUBmEfJlUsGCvKJKtw,6HTGlttrzCMsuGBHO1ZGiw,3.324
1209,Aj44kUBmEfJlUsGCvKJKtw,r_UPGh9GHMyBhPVMKVxRuw,3.309
1210,Ak4vFqHZUWU5KXONRnuieQ,c0p9TawJSQHchy5aL8NWgQ,7.452
1211,Ak4vFqHZUWU5KXONRnuieQ,okc-iCgWvKGa1DfQSOh1Ig,5.907
1212,Ak4vFqHZUWU5KXONRnuieQ,yPSejq3_erxo9zdVYTBnZA,4.454
1213,Ak4vFqHZUWU5KXONRnuieQ,y4x_wAQvUxvTR8iV-JP4Jg,4.446
1214,Ak4vFqHZUWU5KXONRnuieQ,ziXR7sUrbKRCNeDqfjibUg,4.321
1215,Ak4vFqHZUWU5KXONRnuieQ,ZYqNIWch6Ik9wLZCa1hxkw,4.292
1216,Ak4vFqHZUWU5KXONRnuieQ,MJI-bNIn3QDgiGggm9Wp1w,4.219
1217,Ak4vFqHZUWU5KXONRnuieQ,pKSB4wXLiS8rd1cAEgD8oA,4.206
1218,Ak4vFqHZUWU5KXONRnuieQ,EEwmN2uP1PmOyxpTstSIxA,4.106
1219,Ak4vFqHZUWU5KXONRnuieQ,7wcHZ80HLJVwUijAH_efJQ,4.106
1220,AmAc0eD6lyVyb7QdOAO1Mg,CuRjZOmfnXjefwEpyzmTTw,425.165
1221,AmAc0eD6lyVyb7QdOAO1Mg,fiQxkb1pfPpvrr0oYYYBcA,99.602
1222,AmAc0eD6lyVyb7QdOAO1Mg,U2hkeMI-q4cS35QolJYN0A,11.553
1223,AmAc0eD6lyVyb7QdOAO1Mg,sk0IM8koYo1o9-k_rpkmxQ,8.098
1224,AmAc0eD6lyVyb7QdOAO1Mg,-TjT3y-Glfnbt6LbKETAYg,7.763
1225,AmAc0eD6lyVyb7QdOAO1Mg,wUHUyTrOpUcTVTQpyZFo8w,7.718
1226,AmAc0eD6lyVyb7QdOAO1Mg,tthy48ZIX_wfY8Dy0Dvg6w,7.702
1227,AmAc0eD6lyVyb7QdOAO1Mg,thlyktt2c7v1DyOpSVSibw,7.237
1228,AmAc0eD6lyVyb7QdOAO1Mg,5uNCvNy9L6peKeKP1RRPyg,7.065
1229,AmAc0eD6lyVyb7QdOAO1Mg,LuPK46HMxRYEVTXVbBCR1g,7.006
1230,AorcIbAAOJI7z0CBwICwoQ,04Ss49U_QKYLotcJMAH8cA,14.177
1231,AorcIbAAOJI7z0CBwICwoQ,7wSnkgOORRCqVDa_n8Upxg,4.137
1232,AorcIbAAOJI7z0CBwICwoQ,SYHDOHRNAH-2xsw3XB5qbg,3.821
1233,AorcIbAAOJI7z0CBwICwoQ,yEmEDomLUofVtbZoUeFV5g,3.715
1234,AorcIbAAOJI7z0CBwICwoQ,BErYojCJSO959vzaz9JclQ,3.705
1235,AorcIbAAOJI7z0CBwICwoQ,hPzPpfSjgQkpWCD7YjcY-A,3.703
1236,AorcIbAAOJI7z0CBwICwoQ,UuRZpgZsHX7PyykHV3wbZg,3.634
1237,AorcIbAAOJI7z0CBwICwoQ,0RxU5OglQyPVtLKC1LPgsA,3.578
1238,AorcIbAAOJI7z0CBwICwoQ,MbzgGsMQpGyVrUJXi_Jw0Q,3.551
1239,AorcIbAAOJI7z0CBwICwoQ,XgehM3pBZWuXi45J2dqRJQ,3.526
1240,AqOSpSqdocwtIjqTECW2ng,3rzlcCvPUJ56jvYWl7iGvA,160.613
1241,AqOSpSqdocwtIjqTECW2ng,Sp4HOjXy-LYV_4yy10L3jg,105.528
1242,AqOSpSqdocwtIjqTECW2ng,OM5beWRkxZSu1TShUC3EDw,14.722
1243,AqOSpSqdocwtIjqTECW2ng,JiBxL733qjm8WAddu-RzDQ,12.933
1244,AqOSpSqdocwtIjqTECW2ng,pKSB4wXLiS8rd1cAEgD8oA,10.993
1245,AqOSpSqdocwtIjqTECW2ng,U3grYFIeu6RgAAQgdriHww,4.888
1246,AqOSpSqdocwtIjqTECW2ng,I0jFTYVDs-WHwKR2XHQlRA,4.647
1247,AqOSpSqdocwtIjqTECW2ng,cAbdvzqtFLaAAMFIyPf2AA,4.598
1248,AqOSpSqdocwtIjqTECW2ng,edJoBsse6nsF0BYh6pATAg,4.535
1249,AqOSpSqdocwtIjqTECW2ng,kwtKZ3fzM5jlR8Z7KIA17g,4.373
1250,AzZqXglv_puXwd4kCvM7ew,WVNkMz4sEl35swjVtKHOFw,19.275
1251,AzZqXglv_puXwd4kCvM7ew,PWWGbkPC_agn-4s1Hv1W5A,8.179
1252,AzZqXglv_puXwd4kCvM7ew,GtrY5U_M1ac3bYCk0DUeIg,6.003
1253,AzZqXglv_puXwd4kCvM7ew,wfjqxgLSsLtyzswzQBziSw,5.94
1254,AzZqXglv_puXwd4kCvM7ew,wK2IixmZUOEFGz1QZqR99Q,5.599
1255,AzZqXglv_puXwd4kCvM7ew,uZYBF0YTU_iKq4_L_PDtMQ,5.254
1256,AzZqXglv_puXwd4kCvM7ew,8_r9EZL6vX5fPBoVh3gUrA,5.121
1257,AzZqXglv_puXwd4kCvM7ew,sHpxBos5-7GNkaMDZ3fnGA,5.12
1258,AzZqXglv_puXwd4kCvM7ew,yPSejq3_erxo9zdVYTBnZA,4.196
1259,AzZqXglv_puXwd4kCvM7ew,9ugpNKKhnYRa51qXoxUw_A,3.941
1260,B1mZ8PEh4JYCTElXFVg8kQ,JB5tlC_7u5IHT2Z_GHN-qw,5.601
1261,B1mZ8PEh4JYCTElXFVg8kQ,8ei40SEWTURN8ROo5mBiJg,5.044
1262,B1mZ8PEh4JYCTElXFVg8kQ,kSKyOrJELZz_AzGkvnf8MA,4.936
1263,B1mZ8PEh4JYCTElXFVg8kQ,ukfAtVvdBD41s-yJ6gOx3w,4.711
1264,B1mZ8PEh4JYCTElXFVg8kQ,vyOVT4bcW227LRwJGHTeSw,4.698
1265,B1mZ8PEh4JYCTElXFVg8kQ,bp482wqF6v80AltDNlPDfw,4.588
1266,B1mZ8PEh4JYCTElXFVg8kQ,FDTwPQ4CNWEOY0rfh4eTzQ,4.48
1267,B1mZ8PEh4JYCTElXFVg8kQ,wxdpQV7CZHn6_DFr-JGUgw,4.435
1268,B1mZ8PEh4JYCTElXFVg8kQ,GtrY5U_M1ac3bYCk0DUeIg,4.395
1269,B1mZ8PEh4JYCTElXFVg8kQ,MwJsk91FJ73YzzmpVaJihQ,4.376
1270,B1yPXzIIJrLWyTcE4jsYuQ,cEN8j6jL0OJ0zhe-AX58Hw,6.383
1271,B1yPXzIIJrLWyTcE4jsYuQ,IDtLPgUrqorrpqSLdfMhZQ,5.815
1272,B1yPXzIIJrLWyTcE4jsYuQ,EZc2myE2mYk2h9JK9qu8gw,5.659
1273,B1yPXzIIJrLWyTcE4jsYuQ,nYPzsOjvida-ne7swSPHpA,5.344
1274,B1yPXzIIJrLWyTcE4jsYuQ,1kVnChI4aqsPw9i2PVqkkw,5.276
1275,B1yPXzIIJrLWyTcE4jsYuQ,O3jPfTDRn5_1O3ZM_LuxQw,5.276
1276,B1yPXzIIJrLWyTcE4jsYuQ,L4-_gPiqsuX50JN_-qUhNQ,4.972
1277,B1yPXzIIJrLWyTcE4jsYuQ,EtbukcoR6QW6_5fEeFcVoQ,4.969
1278,B1yPXzIIJrLWyTcE4jsYuQ,VgAKmXE8B7J0I_O_R13UKQ,4.799
1279,B1yPXzIIJrLWyTcE4jsYuQ,sZHLbLnw1vwHF1xDzuV1iw,4.791
1280,BErYojCJSO959vzaz9JclQ,sjWf71VmU5HIwqX8RGCLJw,14.207
1281,BErYojCJSO959vzaz9JclQ,vhWlxyLEWAbNOMtQ42yzFg,10.193
1282,BErYojCJSO959vzaz9JclQ,UCf1qieF9Lss61Te-Qnacg,8.771
1283,BErYojCJSO959vzaz9JclQ,IZZ7J14VnJGyUqYH1tgT6w,8.382
1284,BErYojCJSO959vzaz9JclQ,MwJsk91FJ73YzzmpVaJihQ,8.245
1285,BErYojCJSO959vzaz9JclQ,thlyktt2c7v1DyOpSVSibw,8.113
1286,BErYojCJSO959vzaz9JclQ,hPzPpfSjgQkpWCD7YjcY-A,7.842
1287,BErYojCJSO959vzaz9JclQ,mAqgsZBTN-wsShMpkz2o9g,7.046
1288,BErYojCJSO959vzaz9JclQ,3Wy21heeDm8h2tSZfcj6OA,6.856
1289,BErYojCJSO959vzaz9JclQ,UuRZpgZsHX7PyykHV3wbZg,6.845
1290,BEzvmorW8ILha6tcSxBBwA,vZG0BDPGDJxMGiXcGoVU6w,12.145
1291,BEzvmorW8ILha6tcSxBBwA,XHxAIQR-QAz6j1RMaz_J1A,4.99
1292,BEzvmorW8ILha6tcSxBBwA,C-aATB7SbuwMBPN5dgjghQ,4.872
1293,BEzvmorW8ILha6tcSxBBwA,Ch6O9z9_hHDACROLTr2JUQ,4.688
1294,BEzvmorW8ILha6tcSxBBwA,i5C6RVgr03HSrgCl8oa1Fg,4.487
1295,BEzvmorW8ILha6tcSxBBwA,DOfiulOub9hVPBCtiDl9Fw,4.457
1296,BEzvmorW8ILha6tcSxBBwA,JjmmSW_QQh2Db4fuIEMATA,4.454
1297,BEzvmorW8ILha6tcSxBBwA,XyYsl2OyoMi6OMvzsdcVoQ,4.345
1298,BEzvmorW8ILha6tcSxBBwA,Z0mBsgDzDnFAEC5o4X6G9g,4.329
1299,BEzvmorW8ILha6tcSxBBwA,UjgqSqa4Biy34pHSEdwj_g,4.255
1300,BQv7ntaOxs80FJAji2U9pg,VAIOtbsxdNmuhUKkQZFRlA,14.499
1301,BQv7ntaOxs80FJAji2U9pg,54oLdsGU9B8HxFTqCCqV-A,5.279
1302,BQv7ntaOxs80FJAji2U9pg,zbrIMldF_O1ZQ0vpUaaa8A,4.507
1303,BQv7ntaOxs80FJAji2U9pg,-TjT3y-Glfnbt6LbKETAYg,4.448
1304,BQv7ntaOxs80FJAji2U9pg,ghLjxj4HoSHdflBEz2lIqA,4.365
1305,BQv7ntaOxs80FJAji2U9pg,kbWKwvLXfJm5sLVfw-Foww,4.323
1306,BQv7ntaOxs80FJAji2U9pg,qx2YTFXfVDwQUfOeWCFfbw,4.266
1307,BQv7ntaOxs80FJAji2U9pg,7IdIGemGZodDAA_9mJCigA,4.237
1308,BQv7ntaOxs80FJAji2U9pg,ZRy4atrG3YHdb__qtE0FsA,4.212
1309,BQv7ntaOxs80FJAji2U9pg,EZc2myE2mYk2h9JK9qu8gw,3.77
1310,B_q2xoAgTyn6U4YNEc3kSw,E_ac8Q20OJD9L8cafCBKaQ,9.782
1311,B_q2xoAgTyn6U4YNEc3kSw,UFpCraqzFBAhtZqmxmiWsA,5.974
1312,B_q2xoAgTyn6U4YNEc3kSw,s4k1P9FHfPUzw3dqXRp7eA,5.884
1313,B_q2xoAgTyn6U4YNEc3kSw,bVaRZDHkWdsHuARGxxpREw,5.829
1314,B_q2xoAgTyn6U4YNEc3kSw,BErYojCJSO959vzaz9JclQ,5.563
1315,B_q2xoAgTyn6U4YNEc3kSw,Hl_vXTiYLozWo7T9Cq17vw,5.21
1316,B_q2xoAgTyn6U4YNEc3kSw,MwJsk91FJ73YzzmpVaJihQ,5.21
1317,B_q2xoAgTyn6U4YNEc3kSw,hPzPpfSjgQkpWCD7YjcY-A,5.144
1318,B_q2xoAgTyn6U4YNEc3kSw,NDwoKO79_T49UEKVDlHd3A,5.105
1319,B_q2xoAgTyn6U4YNEc3kSw,3tvi-OJ_-iK1ecjzSaH-oA,4.924
1320,BaWVwChTW_MqkKru_WZp3g,2h3SEwpI6fiuTF9mcN1S_Q,4.937
1321,BaWVwChTW_MqkKru_WZp3g,Tc1L4BH_2pkCywkAEfCQRg,4.452
1322,BaWVwChTW_MqkKru_WZp3g,-ALqLSTzkGDMscHdxA1NgA,4.201
1323,BaWVwChTW_MqkKru_WZp3g,yPSejq3_erxo9zdVYTBnZA,4.12
1324,BaWVwChTW_MqkKru_WZp3g,9ugpNKKhnYRa51qXoxUw_A,3.855
1325,BaWVwChTW_MqkKru_WZp3g,oJwMmSZKJOnMboZ_z67MZw,3.8
1326,BaWVwChTW_MqkKru_WZp3g,nYPzsOjvida-ne7swSPHpA,3.793
1327,BaWVwChTW_MqkKru_WZp3g,m4kvY0viCwxqRtgOycnKVQ,3.731
1328,BaWVwChTW_MqkKru_WZp3g,6RBZfirnzE4NahJTn1UPNA,3.718
1329,BaWVwChTW_MqkKru_WZp3g,CkENBnSJFfPA1hY0qrqfCg,3.432
1330,BensdYRuR-zra1g3nBJFXQ,l-rGtJt0E7PAklT0IK7oFQ,4.604
1331,BensdYRuR-zra1g3nBJFXQ,0jpFptAehZhLl3nkhHDanA,4.311
1332,BensdYRuR-zra1g3nBJFXQ,BQv7ntaOxs80FJAji2U9pg,4.147
1333,BensdYRuR-zra1g3nBJFXQ,lNECraPTMtUPDJPjmF0tVA,4.079
1334,BensdYRuR-zra1g3nBJFXQ,v1Uesklh8DpEufYOhTq4iA,3.954
1335,BensdYRuR-zra1g3nBJFXQ,G9rBwcWp56C8r6ZFwVuimA,3.924
1336,BensdYRuR-zra1g3nBJFXQ,HrnSaz2f1WUEoAQQ6iD6gw,3.795
1337,BensdYRuR-zra1g3nBJFXQ,KSYONgGtrK0nKXfroB-bwg,3.727
1338,BensdYRuR-zra1g3nBJFXQ,vyOVT4bcW227LRwJGHTeSw,3.7
1339,BensdYRuR-zra1g3nBJFXQ,54oLdsGU9B8HxFTqCCqV-A,3.61
1340,Bo-GGwQNcLVwyKeYkbfAYg,eL4lyE7LNoXEMvpcJ8WNVw,12.413
1341,Bo-GGwQNcLVwyKeYkbfAYg,iBTc6XKgW5HESEZIii-G4g,12.332
1342,Bo-GGwQNcLVwyKeYkbfAYg,kBqyg_L_Xn9jQTCHYODbRg,12.301
1343,Bo-GGwQNcLVwyKeYkbfAYg,QBNATcq7Stx9LxcSq16W7w,10.42
1344,Bo-GGwQNcLVwyKeYkbfAYg,S8saWaZlToeNoloR2fMrAQ,10.355
1345,Bo-GGwQNcLVwyKeYkbfAYg,1xsBRB203LiYLcC3mktfdA,10.193
1346,Bo-GGwQNcLVwyKeYkbfAYg,-e8RwknT5szoLk9uBZjzcw,10.121
1347,Bo-GGwQNcLVwyKeYkbfAYg,8Lbz0hfE4MWzd7yDu9atBA,8.445
1348,Bo-GGwQNcLVwyKeYkbfAYg,c-W17u2jiFOD2H_d6uo-bQ,8.421
1349,Bo-GGwQNcLVwyKeYkbfAYg,MAIfD4kJDCydgoD1l2b_vw,8.301
1350,BseHdXex5Od2Or_TyUIoWQ,-TjT3y-Glfnbt6LbKETAYg,5.954
1351,BseHdXex5Od2Or_TyUIoWQ,thlyktt2c7v1DyOpSVSibw,5.932
1352,BseHdXex5Od2Or_TyUIoWQ,-FM4CxOg4XXmX_Ebky_SiQ,5.901
1353,BseHdXex5Od2Or_TyUIoWQ,EZc2myE2mYk2h9JK9qu8gw,5.828
1354,BseHdXex5Od2Or_TyUIoWQ,NIQWO-Q_F598XlAvZnFVCA,5.732
1355,BseHdXex5Od2Or_TyUIoWQ,6HTGlttrzCMsuGBHO1ZGiw,5.699
1356,BseHdXex5Od2Or_TyUIoWQ,zbrIMldF_O1ZQ0vpUaaa8A,5.562
1357,BseHdXex5Od2Or_TyUIoWQ,8Lbz0hfE4MWzd7yDu9atBA,5.514
1358,BseHdXex5Od2Or_TyUIoWQ,kbWKwvLXfJm5sLVfw-Foww,5.477
1359,BseHdXex5Od2Or_TyUIoWQ,QLHgjBHBoeIUoEvIPvjHnw,5.403
1360,BwUWmUFKCuJ-nN9vFwMt2Q,Js3m_GdqNUGnEgXJ8WMtfQ,10.84
1361,BwUWmUFKCuJ-nN9vFwMt2Q,TCWnTa69sJ3vGQsdEe3Esw,9.983
1362,BwUWmUFKCuJ-nN9vFwMt2Q,Hl_vXTiYLozWo7T9Cq17vw,9.907
1363,BwUWmUFKCuJ-nN9vFwMt2Q,izSgTrqebu8bN8ONOCs6cQ,9.832
1364,BwUWmUFKCuJ-nN9vFwMt2Q,I0jFTYVDs-WHwKR2XHQlRA,8.566
1365,BwUWmUFKCuJ-nN9vFwMt2Q,ycbmvmBYk4w_ZmdrPL0tBQ,5.758
1366,BwUWmUFKCuJ-nN9vFwMt2Q,COSC9JC0Vjr89CaTZuPkUA,5.515
1367,BwUWmUFKCuJ-nN9vFwMt2Q,ty7akyarO89CLNFjArzLMQ,5.036
1368,BwUWmUFKCuJ-nN9vFwMt2Q,gebiRewfieSdtt17PTW6Zg,4.754
1369,BwUWmUFKCuJ-nN9vFwMt2Q,pKSB4wXLiS8rd1cAEgD8oA,4.683
1370,C-aATB7SbuwMBPN5dgjghQ,NuMR1xJu6Ewxaicc4yLOFw,6.68
1371,C-aATB7SbuwMBPN5dgjghQ,BEzvmorW8ILha6tcSxBBwA,5.123
1372,C-aATB7SbuwMBPN5dgjghQ,XHxAIQR-QAz6j1RMaz_J1A,5.07
1373,C-aATB7SbuwMBPN5dgjghQ,i5C6RVgr03HSrgCl8oa1Fg,4.497
1374,C-aATB7SbuwMBPN5dgjghQ,JjmmSW_QQh2Db4fuIEMATA,4.466
1375,C-aATB7SbuwMBPN5dgjghQ,DOfiulOub9hVPBCtiDl9Fw,4.465
1376,C-aATB7SbuwMBPN5dgjghQ,XyYsl2OyoMi6OMvzsdcVoQ,4.359
1377,C-aATB7SbuwMBPN5dgjghQ,UjgqSqa4Biy34pHSEdwj_g,4.268
1378,C-aATB7SbuwMBPN5dgjghQ,ZrxlfdFU_qpnIHI2DmoRxA,4.183
1379,C-aATB7SbuwMBPN5dgjghQ,tSmUxIto8yAqijDgsjLBRQ,3.971
1380,C-zgOpqD2K0xDJU4ty7zKg,h4zjPjFmQgJQzYEXLcHenw,6.783
1381,C-zgOpqD2K0xDJU4ty7zKg,BErYojCJSO959vzaz9JclQ,6.615
1382,C-zgOpqD2K0xDJU4ty7zKg,DOfiulOub9hVPBCtiDl9Fw,6.473
1383,C-zgOpqD2K0xDJU4ty7zKg,RtJC7xavgAxOITQyAlGCbQ,6.067
1384,C-zgOpqD2K0xDJU4ty7zKg,thlyktt2c7v1DyOpSVSibw,5.538
1385,C-zgOpqD2K0xDJU4ty7zKg,UuRZpgZsHX7PyykHV3wbZg,5.502
1386,C-zgOpqD2K0xDJU4ty7zKg,XgehM3pBZWuXi45J2dqRJQ,5.471
1387,C-zgOpqD2K0xDJU4ty7zKg,nMn4CTJQPXqpgLltYQrxMA,5.406
1388,C-zgOpqD2K0xDJU4ty7zKg,IZZ7J14VnJGyUqYH1tgT6w,5.295
1389,C-zgOpqD2K0xDJU4ty7zKg,UFpCraqzFBAhtZqmxmiWsA,5.216
1390,C6AiAF35zwpAoK5jjm-nhA,kwqXOtLCbNjgvwuMj4H1AQ,6.433
1391,C6AiAF35zwpAoK5jjm-nhA,IDtLPgUrqorrpqSLdfMhZQ,6.352
1392,C6AiAF35zwpAoK5jjm-nhA,-loV4cB2Uh9TCltTRgGzWQ,6.343
1393,C6AiAF35zwpAoK5jjm-nhA,yEmEDomLUofVtbZoUeFV5g,6.297
1394,C6AiAF35zwpAoK5jjm-nhA,hDr_bt6MEwlGvGCCKzyzhg,6.174
1395,C6AiAF35zwpAoK5jjm-nhA,R_8S3Iuhpzoi3nM-xq3kcw,5.916
1396,C6AiAF35zwpAoK5jjm-nhA,SYHDOHRNAH-2xsw3XB5qbg,5.783
1397,C6AiAF35zwpAoK5jjm-nhA,0RxU5OglQyPVtLKC1LPgsA,5.626
1398,C6AiAF35zwpAoK5jjm-nhA,hPzPpfSjgQkpWCD7YjcY-A,5.618
1399,C6AiAF35zwpAoK5jjm-nhA,BErYojCJSO959vzaz9JclQ,5.611
1400,C9_UPkwXYx9B3fxNLkCHgA,ssZSQ7HzLFBbm41gWubXKQ,5.84
1401,C9_UPkwXYx9B3fxNLkCHgA,PWWGbkPC_agn-4s1Hv1W5A,3.751
1402,C9_UPkwXYx9B3fxNLkCHgA,qUH2FppY7RL96F5tXzA0hQ,3.447
1403,C9_UPkwXYx9B3fxNLkCHgA,-kY_HDP7IMvGl-kBIZVU4A,3.294
1404,C9_UPkwXYx9B3fxNLkCHgA,dDU-0EW4Asx-RnM-vULFQw,3.131
